Дата,Новые комментарии,Поделились,Отказались от подписки,Новые подписчики,Постоянные зрители,Новые зрители,Среднее число просмотров одним пользователем,Уникальные зрители,CTR для значков видео (%),Показы,Опубликованные видео,Добавленные видео,Подписчики,Средний процент просмотра (%),Просмотры,Время просмотра (часы),Средняя продолжительность просмотра,Процент лайков,Дизлайки,Лайки
2022-02-18,0.0,0.0,5.0,7.0,128.0,199.0,2.0153,327.0,5.28,7096.0,,,2.0,30.65,659.0,26.8933,0:02:26,100.0,0.0,14.0
2022-02-17,0.0,7.0,3.0,1.0,132.0,310.0,1.5905,442.0,5.45,5967.0,,,-2.0,23.24,703.0,25.3278,0:02:09,100.0,0.0,17.0
2022-02-16,0.0,7.0,4.0,6.0,142.0,349.0,1.6069,491.0,4.01,8627.0,,,2.0,28.53,789.0,33.4098,0:02:32,100.0,0.0,16.0
2022-02-15,0.0,9.0,4.0,9.0,131.0,271.0,1.6095,402.0,3.98,7379.0,,,5.0,24.85,647.0,23.0601,0:02:08,90.91,1.0,10.0
2022-02-14,0.0,3.0,2.0,4.0,134.0,303.0,1.6178,437.0,6.11,4586.0,,,2.0,28.7,707.0,29.9436,0:02:32,85.71,1.0,6.0
2022-02-13,1.0,3.0,3.0,6.0,102.0,320.0,1.955,422.0,4.66,8023.0,,,3.0,35.99,825.0,41.3796,0:03:00,95.45,1.0,21.0
2022-02-12,0.0,1.0,1.0,5.0,100.0,197.0,1.7138,297.0,4.68,4787.0,,,4.0,34.53,509.0,25.2814,0:02:58,100.0,0.0,13.0
2022-02-11,0.0,2.0,3.0,6.0,84.0,224.0,1.6818,308.0,4.11,5663.0,,,3.0,29.94,518.0,22.0187,0:02:33,92.31,1.0,12.0
2022-02-10,0.0,1.0,3.0,8.0,115.0,275.0,1.7564,390.0,5.17,5847.0,,,5.0,32.25,685.0,30.9614,0:02:42,85.71,2.0,12.0
2022-02-09,0.0,3.0,2.0,8.0,111.0,267.0,1.8571,378.0,4.97,6193.0,,,6.0,29.66,702.0,29.4701,0:02:31,100.0,0.0,12.0
2022-02-08,0.0,0.0,1.0,6.0,124.0,268.0,1.6913,392.0,5.28,4927.0,,,5.0,31.17,663.0,29.2652,0:02:38,88.89,1.0,8.0
2022-02-07,0.0,5.0,4.0,3.0,109.0,226.0,1.8776,335.0,5.21,5699.0,,,-1.0,26.53,629.0,24.1375,0:02:18,100.0,0.0,12.0
2022-02-06,1.0,2.0,4.0,4.0,110.0,213.0,1.8854,323.0,4.78,5813.0,,,0.0,33.35,609.0,27.5144,0:02:42,100.0,0.0,12.0
2022-02-05,0.0,2.0,2.0,5.0,70.0,142.0,2.0425,212.0,4.39,4398.0,,,3.0,33.72,433.0,20.0328,0:02:46,100.0,0.0,8.0
2022-02-04,1.0,2.0,6.0,10.0,84.0,192.0,1.7754,276.0,4.56,4518.0,,,4.0,34.61,490.0,26.0227,0:03:11,92.31,1.0,12.0
2022-02-03,0.0,5.0,3.0,9.0,105.0,269.0,1.8503,374.0,4.78,6380.0,,,6.0,32.84,692.0,32.3838,0:02:48,100.0,0.0,23.0
2022-02-02,0.0,0.0,2.0,5.0,121.0,266.0,1.8269,387.0,4.89,6315.0,,,3.0,32.23,707.0,34.1108,0:02:53,100.0,0.0,20.0
2022-02-01,0.0,2.0,3.0,6.0,128.0,285.0,1.937,413.0,5.41,6243.0,,,3.0,31.27,800.0,37.0073,0:02:46,100.0,0.0,10.0
2022-01-31,1.0,7.0,3.0,4.0,143.0,305.0,1.7009,448.0,5.01,7020.0,,,1.0,30.77,762.0,33.0906,0:02:36,86.67,2.0,13.0
2022-01-30,1.0,3.0,9.0,7.0,216.0,332.0,1.5547,548.0,4.37,9479.0,1.0,1.0,-2.0,28.47,852.0,30.4672,0:02:08,92.59,2.0,25.0
2022-01-29,0.0,3.0,5.0,13.0,105.0,196.0,1.887,301.0,5.99,4526.0,,,8.0,27.58,568.0,23.7183,0:02:30,88.89,3.0,24.0
2022-01-28,1.0,6.0,3.0,8.0,112.0,213.0,1.72,325.0,6.15,4833.0,,,5.0,25.65,559.0,22.8493,0:02:27,62.5,3.0,5.0
2022-01-27,1.0,9.0,5.0,3.0,144.0,296.0,1.4273,440.0,6.42,4956.0,,,-2.0,24.23,628.0,25.6481,0:02:27,90.91,1.0,10.0
2022-01-26,2.0,5.0,3.0,11.0,161.0,377.0,1.5948,538.0,5.93,7534.0,,,8.0,30.9,858.0,40.5666,0:02:50,95.45,1.0,21.0
2022-01-25,1.0,5.0,0.0,5.0,161.0,375.0,1.6101,536.0,5.95,7811.0,,,5.0,27.41,863.0,38.8017,0:02:41,85.71,2.0,12.0
2022-01-24,2.0,5.0,6.0,13.0,224.0,439.0,1.6561,663.0,5.55,10559.0,,,7.0,27.0,1098.0,47.0762,0:02:34,80.0,3.0,12.0
2022-01-23,1.0,11.0,2.0,10.0,231.0,482.0,1.9088,713.0,5.68,13214.0,,,8.0,31.21,1361.0,65.7871,0:02:54,95.56,2.0,43.0
2022-01-22,1.0,4.0,4.0,4.0,170.0,276.0,1.6502,446.0,6.36,6223.0,,,0.0,32.25,736.0,36.387,0:02:57,97.5,1.0,39.0
2022-01-21,0.0,10.0,4.0,5.0,239.0,448.0,1.6332,687.0,6.9,7668.0,,,1.0,26.92,1122.0,48.2749,0:02:34,97.3,1.0,36.0
2022-01-20,1.0,8.0,3.0,11.0,258.0,591.0,1.6243,849.0,6.32,10634.0,,,8.0,25.03,1379.0,56.2782,0:02:26,95.12,2.0,39.0
2022-01-19,0.0,22.0,1.0,4.0,306.0,553.0,1.6449,859.0,6.52,11786.0,,,3.0,25.32,1413.0,59.8838,0:02:32,82.61,4.0,19.0
2022-01-18,0.0,6.0,4.0,9.0,328.0,624.0,1.5903,952.0,7.39,10601.0,,,5.0,26.74,1514.0,66.7979,0:02:38,79.17,10.0,38.0
2022-01-17,1.0,15.0,6.0,7.0,341.0,684.0,1.7444,1025.0,7.45,13220.0,,,1.0,27.32,1788.0,77.3282,0:02:35,92.59,2.0,25.0
2022-01-16,3.0,13.0,3.0,15.0,380.0,718.0,1.8816,1098.0,7.42,15020.0,,,12.0,29.64,2066.0,96.7299,0:02:48,93.02,3.0,40.0
2022-01-15,0.0,4.0,2.0,5.0,258.0,453.0,1.8523,711.0,6.4,10477.0,,,3.0,28.02,1317.0,57.9147,0:02:38,90.63,3.0,29.0
2022-01-14,3.0,5.0,2.0,7.0,282.0,551.0,1.6206,833.0,6.55,11170.0,,,5.0,26.47,1350.0,58.5116,0:02:36,90.91,2.0,20.0
2022-01-13,2.0,9.0,4.0,7.0,337.0,693.0,1.6777,1030.0,6.55,13860.0,,,3.0,27.5,1728.0,74.3488,0:02:34,93.22,4.0,55.0
2022-01-12,1.0,14.0,1.0,9.0,325.0,629.0,1.8082,954.0,5.52,16917.0,,,8.0,27.47,1725.0,76.0468,0:02:38,90.0,3.0,27.0
2022-01-11,2.0,11.0,8.0,8.0,334.0,683.0,1.7748,1017.0,8.43,11884.0,,,0.0,28.15,1805.0,81.6324,0:02:42,87.8,5.0,36.0
2022-01-10,2.0,18.0,4.0,12.0,341.0,679.0,1.7039,1020.0,6.78,14074.0,,,8.0,27.0,1738.0,75.8036,0:02:37,96.3,1.0,26.0
2022-01-09,0.0,23.0,3.0,11.0,360.0,614.0,1.7392,974.0,7.65,12338.0,,,8.0,26.96,1694.0,71.9628,0:02:32,79.31,6.0,23.0
2022-01-08,0.0,11.0,6.0,11.0,298.0,399.0,1.9584,697.0,5.54,11428.0,,,5.0,29.61,1365.0,61.4195,0:02:41,85.19,4.0,23.0
2022-01-07,1.0,11.0,4.0,15.0,249.0,403.0,1.7715,652.0,6.56,9199.0,,,11.0,29.67,1155.0,53.3852,0:02:46,92.59,2.0,25.0
2022-01-06,1.0,12.0,3.0,8.0,236.0,348.0,1.6781,584.0,7.06,6873.0,,,5.0,28.23,980.0,42.6843,0:02:36,91.67,2.0,22.0
2022-01-05,0.0,13.0,3.0,10.0,230.0,426.0,1.657,656.0,5.82,9330.0,,,7.0,29.05,1087.0,48.6012,0:02:40,89.47,2.0,17.0
2022-01-04,1.0,4.0,7.0,4.0,201.0,387.0,1.6497,588.0,6.07,7708.0,,,-3.0,29.36,970.0,42.1455,0:02:36,100.0,0.0,22.0
2022-01-03,1.0,10.0,2.0,5.0,179.0,295.0,1.7616,474.0,5.04,7775.0,,,3.0,28.4,835.0,36.5278,0:02:37,95.65,1.0,22.0
2022-01-02,0.0,1.0,4.0,9.0,137.0,234.0,1.8706,371.0,5.99,6210.0,,,5.0,29.64,694.0,31.7666,0:02:44,97.06,1.0,33.0
2022-01-01,0.0,0.0,1.0,3.0,73.0,124.0,1.4061,197.0,4.67,3107.0,,,2.0,27.34,277.0,12.0867,0:02:37,90.91,1.0,10.0
2021-12-31,0.0,0.0,0.0,2.0,58.0,63.0,1.4463,121.0,3.81,2230.0,,,2.0,26.4,175.0,7.6425,0:02:37,100.0,0.0,5.0
2021-12-30,0.0,11.0,5.0,2.0,81.0,136.0,1.5668,217.0,4.92,3069.0,,,-3.0,29.51,340.0,15.436,0:02:43,100.0,0.0,9.0
2021-12-29,0.0,6.0,1.0,6.0,122.0,255.0,1.5942,377.0,6.14,5096.0,,,5.0,23.41,601.0,22.0136,0:02:11,80.0,2.0,8.0
2021-12-28,0.0,4.0,3.0,9.0,159.0,382.0,1.7079,541.0,6.45,7266.0,,,6.0,25.05,924.0,37.5792,0:02:26,88.89,2.0,16.0
2021-12-27,1.0,11.0,4.0,12.0,231.0,480.0,1.6048,711.0,6.68,8339.0,,,8.0,24.34,1141.0,44.3349,0:02:19,87.5,2.0,14.0
2021-12-26,3.0,9.0,3.0,6.0,265.0,562.0,1.5792,827.0,7.16,8939.0,,,3.0,24.37,1306.0,53.1127,0:02:26,89.47,2.0,17.0
2021-12-25,0.0,6.0,2.0,4.0,145.0,323.0,1.5577,468.0,5.07,6621.0,,,2.0,26.08,729.0,30.9128,0:02:32,90.91,1.0,10.0
2021-12-24,0.0,15.0,2.0,7.0,204.0,443.0,1.6785,647.0,7.38,7400.0,,,5.0,25.62,1086.0,44.4091,0:02:27,96.3,1.0,26.0
2021-12-23,0.0,16.0,0.0,8.0,245.0,586.0,1.627,831.0,6.7,10060.0,,,8.0,23.93,1352.0,52.5183,0:02:19,93.75,2.0,30.0
2021-12-22,1.0,18.0,4.0,16.0,260.0,633.0,1.6114,893.0,6.65,10419.0,,,12.0,23.9,1439.0,55.0919,0:02:17,88.89,4.0,32.0
2021-12-21,1.0,14.0,4.0,6.0,286.0,648.0,1.6724,934.0,8.24,9854.0,,,2.0,24.36,1562.0,60.8963,0:02:20,94.44,1.0,17.0
2021-12-20,0.0,26.0,4.0,4.0,264.0,699.0,1.5067,963.0,7.81,9239.0,,,0.0,24.58,1451.0,59.5889,0:02:27,88.89,3.0,24.0
2021-12-19,1.0,7.0,4.0,9.0,286.0,692.0,1.5859,978.0,6.92,11776.0,,,5.0,24.55,1551.0,62.9042,0:02:26,88.57,4.0,31.0
2021-12-18,0.0,2.0,2.0,6.0,184.0,356.0,1.5889,540.0,6.52,6492.0,,,4.0,26.07,858.0,35.7595,0:02:30,90.0,2.0,18.0
2021-12-17,2.0,9.0,2.0,12.0,203.0,427.0,1.5429,630.0,7.15,6672.0,,,10.0,23.34,972.0,38.0003,0:02:20,90.0,2.0,18.0
2021-12-16,1.0,10.0,1.0,5.0,211.0,561.0,1.6023,772.0,7.6,7576.0,,,4.0,25.56,1237.0,50.9283,0:02:28,90.0,3.0,27.0
2021-12-15,0.0,25.0,2.0,7.0,243.0,535.0,1.4704,778.0,7.45,7333.0,,,5.0,24.48,1144.0,48.2845,0:02:31,81.82,4.0,18.0
2021-12-14,1.0,32.0,4.0,9.0,230.0,645.0,1.56,875.0,7.04,10209.0,,,5.0,23.69,1365.0,51.0685,0:02:14,86.36,3.0,19.0
2021-12-13,1.0,7.0,3.0,9.0,212.0,567.0,1.5841,779.0,5.89,10536.0,,,6.0,24.2,1234.0,48.7892,0:02:22,89.47,2.0,17.0
2021-12-12,0.0,25.0,2.0,12.0,226.0,585.0,1.5598,811.0,6.61,10030.0,,,10.0,25.41,1265.0,51.8542,0:02:27,89.47,2.0,17.0
2021-12-11,1.0,11.0,2.0,3.0,145.0,284.0,1.9277,429.0,6.67,6061.0,,,1.0,21.12,827.0,26.7726,0:01:56,90.0,1.0,9.0
2021-12-10,0.0,7.0,1.0,5.0,159.0,373.0,1.5188,532.0,5.71,7145.0,,,4.0,23.35,808.0,31.1086,0:02:18,93.33,1.0,14.0
2021-12-09,1.0,10.0,3.0,9.0,216.0,512.0,1.7445,728.0,5.79,10902.0,,,6.0,23.28,1270.0,47.0021,0:02:13,100.0,0.0,18.0
2021-12-08,2.0,5.0,5.0,15.0,227.0,573.0,1.5313,800.0,6.98,9025.0,,,10.0,25.4,1225.0,49.7522,0:02:26,96.67,1.0,29.0
2021-12-07,1.0,15.0,3.0,7.0,208.0,564.0,1.6308,772.0,6.76,8738.0,,,4.0,28.14,1259.0,54.5295,0:02:35,86.96,3.0,20.0
2021-12-06,1.0,4.0,4.0,12.0,179.0,533.0,1.632,712.0,6.45,8326.0,,,8.0,25.34,1162.0,46.102,0:02:22,92.31,2.0,24.0
2021-12-05,1.0,6.0,0.0,13.0,224.0,520.0,1.5242,744.0,6.6,8332.0,,,13.0,24.33,1134.0,44.7664,0:02:22,94.44,1.0,17.0
2021-12-04,0.0,6.0,5.0,5.0,150.0,342.0,1.6748,492.0,6.13,6586.0,,,0.0,26.72,824.0,34.7169,0:02:31,83.33,1.0,5.0
2021-12-03,0.0,14.0,1.0,11.0,160.0,346.0,1.5988,506.0,6.17,6740.0,,,10.0,28.7,809.0,37.5901,0:02:47,94.44,1.0,17.0
2021-12-02,1.0,14.0,2.0,6.0,186.0,507.0,1.5512,693.0,6.35,7774.0,,,4.0,26.64,1075.0,44.7334,0:02:29,87.5,2.0,14.0
2021-12-01,1.0,7.0,2.0,6.0,219.0,536.0,1.6106,755.0,6.17,10050.0,,,4.0,23.49,1216.0,44.9737,0:02:13,75.0,5.0,15.0
2021-11-30,2.0,12.0,1.0,8.0,159.0,553.0,1.7331,712.0,5.63,10140.0,,,7.0,28.04,1234.0,54.1909,0:02:38,83.33,4.0,20.0
2021-11-29,0.0,6.0,3.0,8.0,172.0,565.0,1.5482,737.0,6.35,8945.0,,,5.0,25.93,1141.0,47.2434,0:02:29,85.19,4.0,23.0
2021-11-28,1.0,11.0,2.0,11.0,156.0,593.0,1.6929,749.0,6.61,9928.0,,,9.0,27.0,1268.0,51.4902,0:02:26,100.0,0.0,32.0
2021-11-27,1.0,2.0,7.0,10.0,118.0,340.0,1.6943,458.0,5.38,6299.0,,,3.0,27.4,776.0,32.4133,0:02:30,93.33,1.0,14.0
2021-11-26,1.0,7.0,4.0,3.0,102.0,367.0,1.4925,469.0,5.21,6175.0,,,-1.0,24.15,700.0,27.0986,0:02:19,88.24,2.0,15.0
2021-11-25,0.0,6.0,1.0,7.0,135.0,536.0,1.7168,671.0,5.67,8948.0,,,6.0,28.83,1152.0,49.9955,0:02:36,96.0,1.0,24.0
2021-11-24,0.0,7.0,3.0,9.0,136.0,560.0,1.5575,696.0,5.66,9649.0,,,6.0,27.47,1084.0,47.6809,0:02:38,94.87,2.0,37.0
2021-11-23,1.0,10.0,6.0,12.0,167.0,558.0,1.589,725.0,6.17,8480.0,,,6.0,27.5,1152.0,48.9266,0:02:32,90.63,3.0,29.0
2021-11-22,0.0,12.0,3.0,18.0,173.0,566.0,1.636,739.0,5.66,10492.0,,,15.0,24.28,1209.0,46.9872,0:02:19,96.67,1.0,29.0
2021-11-21,1.0,6.0,2.0,12.0,158.0,637.0,1.6478,795.0,6.74,9141.0,,,10.0,27.61,1310.0,57.6626,0:02:38,100.0,0.0,23.0
2021-11-20,0.0,7.0,3.0,6.0,116.0,353.0,1.6418,469.0,5.83,6684.0,,,3.0,23.88,770.0,29.7273,0:02:18,87.5,2.0,14.0
2021-11-19,0.0,5.0,4.0,5.0,115.0,387.0,1.5139,502.0,5.25,7066.0,,,1.0,24.06,760.0,29.6484,0:02:20,78.95,4.0,15.0
2021-11-18,2.0,12.0,2.0,8.0,159.0,550.0,1.5867,709.0,5.55,9650.0,,,6.0,23.91,1125.0,43.0608,0:02:17,100.0,0.0,19.0
2021-11-17,0.0,8.0,4.0,9.0,149.0,532.0,1.4978,681.0,3.95,13140.0,,,5.0,27.29,1020.0,44.0799,0:02:35,100.0,0.0,17.0
2021-11-16,1.0,1.0,3.0,12.0,158.0,553.0,1.5724,711.0,6.01,8726.0,,,9.0,25.43,1118.0,44.2018,0:02:22,92.86,2.0,26.0
2021-11-15,3.0,10.0,2.0,11.0,139.0,583.0,1.6468,722.0,6.9,8488.0,,,9.0,23.26,1189.0,43.6462,0:02:12,97.06,1.0,33.0
2021-11-14,0.0,19.0,2.0,10.0,147.0,627.0,1.6163,774.0,5.82,10213.0,,,8.0,26.99,1251.0,52.9076,0:02:32,90.0,2.0,18.0
2021-11-13,0.0,5.0,3.0,7.0,157.0,324.0,1.6112,481.0,5.31,6514.0,,,4.0,25.15,775.0,29.8483,0:02:18,85.71,2.0,12.0
2021-11-12,0.0,9.0,3.0,8.0,147.0,368.0,1.5767,515.0,5.57,7167.0,,,5.0,29.56,812.0,37.2829,0:02:45,80.0,3.0,12.0
2021-11-11,0.0,9.0,7.0,7.0,163.0,534.0,1.5265,697.0,5.19,10447.0,,,0.0,26.41,1064.0,43.4385,0:02:26,90.91,2.0,20.0
2021-11-10,3.0,7.0,3.0,7.0,194.0,564.0,1.5251,758.0,6.28,9221.0,,,4.0,24.36,1156.0,45.37,0:02:21,80.95,4.0,17.0
2021-11-09,2.0,19.0,6.0,14.0,203.0,654.0,1.6651,857.0,5.76,11223.0,,,8.0,24.28,1427.0,52.8587,0:02:13,87.5,3.0,21.0
2021-11-08,1.0,7.0,3.0,8.0,181.0,658.0,1.4684,839.0,5.86,8806.0,,,5.0,22.68,1232.0,45.4055,0:02:12,89.47,2.0,17.0
2021-11-07,3.0,7.0,4.0,17.0,202.0,535.0,1.6431,737.0,5.72,9374.0,,,13.0,27.47,1211.0,52.6724,0:02:36,88.89,4.0,32.0
2021-11-06,0.0,3.0,3.0,7.0,165.0,361.0,1.8517,526.0,6.81,6355.0,,,4.0,29.14,974.0,44.2607,0:02:43,96.15,1.0,25.0
2021-11-05,0.0,9.0,3.0,12.0,180.0,371.0,2.069,551.0,6.62,9110.0,,,9.0,26.22,1140.0,45.4052,0:02:23,92.31,2.0,24.0
2021-11-04,0.0,5.0,2.0,12.0,180.0,423.0,1.9337,603.0,6.29,9578.0,,,10.0,27.57,1166.0,48.6172,0:02:30,84.21,3.0,16.0
2021-11-03,1.0,8.0,1.0,5.0,164.0,470.0,1.6577,634.0,6.07,8370.0,,,4.0,25.83,1051.0,42.0796,0:02:24,79.17,5.0,19.0
2021-11-02,0.0,5.0,1.0,10.0,197.0,514.0,1.5795,711.0,6.13,8485.0,,,9.0,27.55,1123.0,48.2986,0:02:34,95.0,1.0,19.0
2021-11-01,0.0,5.0,1.0,6.0,156.0,477.0,1.6303,633.0,5.63,8674.0,,,5.0,27.56,1032.0,44.1422,0:02:33,93.33,1.0,14.0
2021-10-31,0.0,13.0,3.0,5.0,171.0,400.0,1.8039,571.0,5.74,8622.0,,,2.0,26.06,1030.0,39.9811,0:02:19,85.0,3.0,17.0
2021-10-30,0.0,3.0,2.0,3.0,105.0,255.0,1.9083,360.0,4.88,7005.0,,,1.0,27.81,687.0,28.4553,0:02:29,90.0,1.0,9.0
2021-10-29,1.0,10.0,2.0,9.0,113.0,278.0,1.7084,391.0,4.69,6672.0,,,7.0,27.65,668.0,27.8201,0:02:29,100.0,0.0,18.0
2021-10-28,0.0,7.0,4.0,9.0,175.0,431.0,1.538,606.0,5.43,8323.0,,,5.0,24.69,932.0,36.3756,0:02:20,73.68,5.0,14.0
2021-10-27,2.0,5.0,2.0,6.0,168.0,514.0,1.5176,682.0,6.44,7590.0,,,4.0,26.27,1035.0,42.2856,0:02:27,86.36,3.0,19.0
2021-10-26,0.0,7.0,0.0,3.0,205.0,552.0,1.675,757.0,5.89,8638.0,,,3.0,29.99,1268.0,57.232,0:02:42,89.47,2.0,17.0
2021-10-25,0.0,7.0,4.0,11.0,175.0,553.0,1.4849,728.0,6.02,8339.0,,,7.0,26.97,1081.0,43.8468,0:02:26,96.0,1.0,24.0
2021-10-24,2.0,19.0,4.0,16.0,188.0,607.0,1.7145,795.0,5.48,11770.0,,,12.0,27.43,1363.0,56.1653,0:02:28,95.65,1.0,22.0
2021-10-23,0.0,3.0,2.0,11.0,120.0,337.0,1.7593,457.0,4.96,7384.0,,,9.0,26.02,804.0,30.9756,0:02:18,92.86,1.0,13.0
2021-10-22,0.0,12.0,5.0,4.0,148.0,424.0,1.5769,572.0,5.81,6803.0,,,-1.0,25.09,902.0,33.9548,0:02:15,100.0,0.0,11.0
2021-10-21,1.0,10.0,0.0,3.0,162.0,542.0,1.5824,704.0,5.72,10170.0,,,3.0,24.48,1114.0,41.0383,0:02:12,76.47,4.0,13.0
2021-10-20,1.0,11.0,2.0,7.0,162.0,580.0,1.6078,742.0,5.8,10671.0,,,5.0,27.1,1193.0,47.6982,0:02:23,81.25,3.0,13.0
2021-10-19,0.0,15.0,5.0,11.0,216.0,658.0,1.7414,874.0,6.62,10851.0,,,6.0,29.54,1522.0,66.7154,0:02:37,94.44,1.0,17.0
2021-10-18,0.0,17.0,7.0,5.0,201.0,617.0,1.5293,818.0,5.92,9960.0,,,-2.0,25.32,1251.0,47.6906,0:02:17,80.0,4.0,16.0
2021-10-17,0.0,7.0,3.0,10.0,207.0,585.0,1.6136,792.0,6.34,9753.0,,,7.0,28.97,1278.0,55.4898,0:02:36,100.0,0.0,30.0
2021-10-16,1.0,4.0,5.0,4.0,137.0,332.0,1.6439,469.0,5.13,7198.0,,,-1.0,29.59,771.0,34.0413,0:02:38,100.0,0.0,10.0
2021-10-15,0.0,14.0,7.0,6.0,139.0,353.0,1.7846,492.0,5.1,7924.0,,,-1.0,29.25,878.0,38.1127,0:02:36,93.33,1.0,14.0
2021-10-14,0.0,5.0,1.0,9.0,166.0,499.0,1.548,666.0,5.67,8776.0,,,8.0,27.27,1031.0,42.7577,0:02:29,78.95,4.0,15.0
2021-10-13,0.0,11.0,3.0,7.0,180.0,552.0,1.4918,732.0,5.14,10169.0,,,4.0,27.81,1092.0,46.152,0:02:32,96.3,1.0,26.0
2021-10-12,1.0,18.0,4.0,8.0,210.0,735.0,1.4921,945.0,5.5,10317.0,,,4.0,24.6,1410.0,52.1606,0:02:13,80.77,5.0,21.0
2021-10-11,1.0,10.0,6.0,8.0,189.0,641.0,1.4711,830.0,6.43,8914.0,,,2.0,25.42,1221.0,45.4332,0:02:13,100.0,0.0,18.0
2021-10-10,2.0,9.0,3.0,15.0,202.0,636.0,1.6611,838.0,6.7,10361.0,,,12.0,28.34,1392.0,57.5476,0:02:28,86.84,5.0,33.0
2021-10-09,1.0,3.0,2.0,3.0,149.0,341.0,1.9163,490.0,5.4,7414.0,,,1.0,22.67,939.0,31.5926,0:02:01,84.62,2.0,11.0
2021-10-08,0.0,9.0,0.0,11.0,111.0,330.0,1.6757,441.0,4.87,6998.0,,,11.0,30.4,739.0,31.1833,0:02:31,100.0,0.0,21.0
2021-10-07,1.0,7.0,4.0,9.0,163.0,535.0,1.5616,698.0,6.74,7804.0,,,5.0,26.95,1090.0,42.8382,0:02:21,78.95,4.0,15.0
2021-10-06,1.0,7.0,3.0,8.0,179.0,612.0,1.7282,791.0,6.21,9805.0,,,5.0,31.0,1367.0,59.959,0:02:37,95.0,1.0,19.0
2021-10-05,0.0,7.0,4.0,10.0,171.0,569.0,1.5676,740.0,4.94,10830.0,,,6.0,28.93,1160.0,49.3588,0:02:33,95.24,1.0,20.0
2021-10-04,1.0,10.0,2.0,12.0,165.0,640.0,1.5925,805.0,6.15,10670.0,,,10.0,27.39,1282.0,51.6379,0:02:25,89.66,3.0,26.0
2021-10-03,1.0,5.0,0.0,10.0,194.0,663.0,1.7958,857.0,6.76,9362.0,,,10.0,29.3,1539.0,63.1095,0:02:27,92.86,2.0,26.0
2021-10-02,1.0,1.0,2.0,12.0,130.0,360.0,1.849,490.0,5.83,6692.0,,,10.0,29.72,906.0,38.8351,0:02:34,76.92,3.0,10.0
2021-10-01,0.0,14.0,5.0,10.0,128.0,348.0,1.6765,476.0,5.32,6105.0,,,5.0,31.68,798.0,36.6386,0:02:45,85.71,1.0,6.0
2021-09-30,0.0,10.0,3.0,14.0,156.0,574.0,1.6767,730.0,6.06,9404.0,,,11.0,30.41,1224.0,53.4303,0:02:37,82.61,4.0,19.0
2021-09-29,0.0,5.0,2.0,14.0,176.0,545.0,1.5492,721.0,6.27,8434.0,,,12.0,29.05,1117.0,45.6565,0:02:27,100.0,0.0,24.0
2021-09-28,0.0,7.0,2.0,10.0,158.0,633.0,1.5373,791.0,4.7,11278.0,,,8.0,29.84,1216.0,52.3289,0:02:34,95.45,1.0,21.0
2021-09-27,1.0,10.0,3.0,17.0,161.0,626.0,1.6023,787.0,6.13,9187.0,,,14.0,30.16,1261.0,54.0617,0:02:34,84.0,4.0,21.0
2021-09-26,2.0,21.0,3.0,5.0,137.0,643.0,1.5846,780.0,4.71,11316.0,,,2.0,31.77,1236.0,56.502,0:02:44,85.71,3.0,18.0
2021-09-25,0.0,7.0,1.0,5.0,117.0,341.0,1.6376,458.0,5.34,6181.0,,,4.0,28.1,750.0,30.2626,0:02:25,93.75,1.0,15.0
2021-09-24,0.0,5.0,3.0,3.0,111.0,361.0,1.5191,472.0,6.3,4954.0,,,0.0,27.61,717.0,29.5995,0:02:28,100.0,0.0,7.0
2021-09-23,0.0,5.0,5.0,12.0,139.0,525.0,1.5828,664.0,5.99,7953.0,,,7.0,26.81,1051.0,41.9185,0:02:23,100.0,0.0,26.0
2021-09-22,0.0,9.0,3.0,12.0,158.0,634.0,1.4141,792.0,7.0,7087.0,,,9.0,26.05,1120.0,43.1066,0:02:18,84.0,4.0,21.0
2021-09-21,0.0,10.0,4.0,15.0,139.0,606.0,1.5987,745.0,5.75,9757.0,,,11.0,28.7,1191.0,49.9671,0:02:31,90.91,2.0,20.0
2021-09-20,1.0,11.0,4.0,6.0,147.0,558.0,1.5149,705.0,5.72,8735.0,,,2.0,29.46,1068.0,46.4467,0:02:36,95.45,1.0,21.0
2021-09-19,0.0,11.0,1.0,7.0,152.0,650.0,1.5436,802.0,4.68,13284.0,,,6.0,28.71,1238.0,52.5488,0:02:32,83.33,5.0,25.0
2021-09-18,0.0,1.0,1.0,14.0,89.0,545.0,1.5174,634.0,4.92,7645.0,,,13.0,24.37,962.0,35.1832,0:02:11,94.44,1.0,17.0
2021-09-17,0.0,3.0,0.0,4.0,106.0,328.0,1.7811,434.0,5.17,6145.0,,,4.0,33.31,773.0,36.1666,0:02:48,100.0,0.0,20.0
2021-09-16,1.0,12.0,4.0,8.0,100.0,489.0,1.6129,589.0,5.05,7625.0,,,4.0,28.69,950.0,40.383,0:02:33,85.71,2.0,12.0
2021-09-15,1.0,7.0,2.0,7.0,102.0,531.0,1.4186,633.0,4.77,9264.0,,,5.0,27.58,898.0,37.7187,0:02:31,78.57,3.0,11.0
2021-09-14,2.0,19.0,4.0,11.0,123.0,519.0,1.69,642.0,5.28,8182.0,,,7.0,31.5,1085.0,48.8878,0:02:42,84.21,3.0,16.0
2021-09-13,1.0,5.0,0.0,8.0,103.0,478.0,1.6678,581.0,5.89,6161.0,,,8.0,33.04,969.0,44.5634,0:02:45,80.95,4.0,17.0
